GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M,Unnamed: 130
860Z200US08109,ZCTA5 08109,8816,414,4.4,2.1,1.9,0.9,8.2,1.8,5.5,1.4,9.4,2.5,15.2,2.9,12.6,2.8,19.6,3.1,13.2,2.7,9.9,2.1,84332,8368,106011,6428,41.8,(X),(X),(X),(X),(X),6276,340,3.9,2.9,0.5,0.5,7.1,2.8,3.2,1.4,6.9,2.5,13.8,3.8,13.9,3.9,22.2,4.3,16.5,3.9,12.1,3.3,102556,11258,119081,9867,(X),(X),43.1,(X),(X),(X),3911,346,0.6,0.7,0.5,0.6,2.5,2.0,1.4,0.9,3.3,1.4,10.3,3.5,16.0,5.2,25.5,5.3,22.5,5.4,17.3,4.4,132226,8559,N,N,(X),(X),(X),(X),(X),(X),2540,357,8.1,4.0,5.4,2.8,16.5,4.9,9.8,3.6,12.9,4.9,17.9,4.0,11.0,3.6,12.2,4.2,2.2,1.5,4.1,2.6,46123,5556,66447,11100,(X),(X),(X),(X),30.4,(X),
860Z200US93626,ZCTA5 93626,1132,199,2.6,2.7,1.4,2.3,1.8,2.9,0.9,1.4,4.8,5.8,10.2,5.0,11.6,7.4,17.2,7.8,20.4,10.2,29.2,10.9,149565,36476,159019,27787,38.4,(X),(X),(X),(X),(X),902,200,1.4,2.1,0.0,4.6,2.2,3.7,1.1,1.7,2.1,2.5,14.0,7.7,7.1,6.7,16.0,9.7,22.0,10.4,34.1,12.8,166161,27122,168642,24526,(X),(X),41.6,(X),(X),(X),813,191,0.0,5.1,0.0,5.1,2.5,4.1,1.2,1.9,2.3,2.8,10.9,7.3,6.5,7.3,17.7,10.4,20.9,11.3,37.9,14.0,167656,20699,N,N,(X),(X),(X),(X),(X),(X),230,116,7.0,10.9,7.0,11.5,0.0,16.8,0.0,16.8,15.2,21.3,3.9,6.3,29.1,25.4,13.5,15.7,14.3,20.9,10.0,15.0,77167,45463,118248,89123,(X),(X),(X),(X),26.1,(X),
860Z200US83855,ZCTA5 83855,771,103,7.7,4.9,0.0,4.4,8.3,4.7,5.4,3.7,7.3,4.3,18.5,5.7,23.9,8.2,13.7,5.4,7.9,5.7,7.3,4.8,77813,7767,88465,11631,38.3,(X),(X),(X),(X),(X),525,78,6.5,4.4,0.0,6.4,1.9,2.7,2.5,3.4,5.1,4.2,23.8,7.8,22.9,9.4,15.0,6.5,11.6,7.9,10.7,7.1,86033,9441,104392,15456,(X),(X),38.7,(X),(X),(X),419,78,2.4,3.6,0.0,8.0,2.4,3.4,3.1,4.2,4.1,4.2,19.3,8.6,24.6,11.1,16.2,7.7,14.6,9.9,13.4,8.9,92125,13433,N,N,(X),(X),(X),(X),(X),(X),246,77,13.4,11.3,0.0,13.2,22.0,12.6,8.5,7.0,11.8,9.9,7.3,7.8,26.0,15.5,11.0,10.3,0.0,13.2,0.0,13.2,47143,22826,51544,11721,(X),(X),(X),(X),34.1,(X),
860Z200US64681,ZCTA5 64681,73,27,0.0,34.1,15.1,14.4,4.1,6.6,2.7,4.2,9.6,12.3,30.1,17.3,16.4,12.5,20.5,17.7,0.0,34.1,1.4,2.8,68229,13363,68178,13849,42.5,(X),(X),(X),(X),(X),51,24,0.0,41.5,0.0,41.5,5.9,9.9,3.9,6.3,0.0,41.5,37.3,23.5,21.6,16.3,29.4,25.5,0.0,41.5,2.0,4.5,76250,26255,84084,15460,(X),(X),41.2,(X),(X),(X),49,23,0.0,42.4,0.0,42.4,6.1,10.3,0.0,42.4,0.0,42.4,38.8,24.2,22.4,17.1,30.6,26.4,0.0,42.4,2.0,4.7,77083,31002,N,N,(X),(X),(X),(X),(X),(X),22,16,0.0,63.2,50.0,33.0,0.0,63.2,0.0,63.2,31.8,31.5,13.6,20.0,4.5,9.8,0.0,63.2,0.0,63.2,0.0,63.2,-,**,31305,12115,(X),(X),(X),(X),45.5,(X),
860Z200US25545,ZCTA5 25545,1781,263,1.1,1.2,0.7,1.2,5.8,5.4,7.6,5.5,7.4,5.7,17.4,8.0,19.4,8.4,19.0,6.9,7.8,4.3,13.7,6.4,89712,13134,109890,15873,30.3,(X),(X),(X),(X),(X),1320,260,0.8,1.2,0.0,2.8,1.6,1.9,3.4,4.9,12.3,9.2,15.9,8.9,15.5,8.7,25.2,9.0,10.5,5.6,14.8,7.4,100515,19189,117845,15827,(X),(X),34.3,(X),(X),(X),1015,233,0.0,3.6,0.0,3.6,2.1,2.6,4.4,6.3,7.5,8.9,10.3,5.9,17.7,11.1,26.8,9.7,11.9,6.7,19.2,9.6,119042,26336,N,N,(X),(X),(X),(X),(X),(X),461,172,2.2,3.3,2.6,4.9,18.0,18.7,19.7,15.8,7.2,8.9,21.7,14.4,16.7,15.1,1.3,2.4,0.0,7.8,10.6,12.2,50125,28930,79413,39838,(X),(X),(X),(X),18.9,(X),
860Z200US95670,ZCTA5 95670,21936,552,4.0,0.9,2.3,0.8,4.4,0.8,5.0,1.1,9.3,1.7,15.8,2.0,14.5,1.8,21.8,2.2,10.6,1.7,12.3,1.6,90414,5879,111897,4823,35.5,(X),(X),(X),(X),(X),14686,568,2.5,1.0,1.1,0.5,3.8,1.0,3.9,1.2,9.8,1.9,14.6,2.3,13.8,2.3,22.8,2.8,11.9,2.4,15.9,2.3,100672,4384,125226,6589,(X),(X),37.9,(X),(X),(X),10762,633,1.1,0.7,0.8,0.5,3.8,1.2,2.2,0.9,7.1,2.3,13.0,2.5,13.4,2.5,24.3,3.6,14.7,3.0,19.7,3.2,115103,11259,140670,8627,(X),(X),(X),(X),(X),(X),7250,521,8.7,2.4,5.0,2.0,6.6,1.7,7.3,2.3,9.2,2.5,18.0,3.1,16.4,3.4,17.3,3.3,6.8,2.3,4.6,2.0,66256,4616,79827,5831,(X),(X),(X),(X),30.1,(X),
860Z200US26847,ZCTA5 26847,2204,222,6.6,4.5,5.7,2.7,10.7,3.5,9.7,3.7,15.1,4.4,14.1,5.2,18.6,6.4,12.9,5.7,2.9,2.9,3.8,3.0,54611,13269,69189,9514,45.8,(X),(X),(X),(X),(X),1384,186,1.0,1.2,3.8,3.2,2.5,2.1,6.8,4.5,19.3,7.7,15.8,6.6,22.3,6.6,19.9,8.2,4.6,4.5,4.1,3.9,78300,12536,85569,11250,(X),(X),50.6,(X),(X),(X),1042,164,0.4,0.8,0.0,3.5,1.9,2.5,9.0,5.9,14.5,7.9,17.5,8.2,24.9,8.1,21.0,9.9,5.4,6.2,5.5,5.2,82768,11718,N,N,(X),(X),(X),(X),(X),(X),820,165,16.5,11.1,11.5,6.1,24.6,8.7,14.5,6.8,12.4,5.8,5.2,4.4,12.1,9.8,0.0,4.5,0.0,4.5,3.2,3.8,23929,4390,38216,11301,(X),(X),(X),(X),30.6,(X),
860Z200US05253,ZCTA5 05253,291,79,18.2,15.8,7.9,12.5,8.9,9.8,8.2,8.5,5.2,5.3,5.2,5.0,7.6,6.9,19.6,10.6,3.8,5.4,15.5,13.1,-,**,85379,28112,32.0,(X),(X),(X),(X),(X),138,60,3.6,5.9,0.0,16.5,0.0,16.5,0.0,16.5,5.8,9.2,5.1,6.7,3.6,5.0,41.3,19.2,8.0,11.4,32.6,23.5,129861,49543,151561,27490,(X),(X),23.9,(X),(X),(X),124,58,4.0,6.6,0.0,18.2,0.0,18.2,0.0,18.2,0.0,18.2,5.6,7.5,4.0,5.7,41.1,21.8,8.9,12.5,36.3,25.4,146250,56592,N,N,(X),(X),(X),(X),(X),(X),153,59,31.4,26.1,15.0,23.8,17.0,18.5,15.7,16.3,4.6,6.8,5.2,7.3,11.1,12.9,0.0,15.0,0.0,15.0,0.0,15.0,15859,12873,25686,12769,(X),(X),(X),(X),39.2,(X),
860Z200US72427,ZCTA5 72427,20,12,0.0,71.2,20.0,27.7,0.0,71.2,45.0,36.2,5.0,11.0,5.0,11.2,5.0,11.4,0.0,71.2,20.0,32.7,0.0,71.2,33500,24695,57415,43771,40.0,(X),(X),(X),(X),(X),14,10,0.0,85.1,28.6,38.8,0.0,85.1,28.6,40.6,0.0,85.1,7.1,15.6,7.1,15.7,0.0,85.1,28.6,46.3,0.0,85.1,-,**,67407,62446,(X),(X),57.1,(X),(X),(X),10,10,0.0,100.0,0.0,100.0,0.0,100.0,40.0,52.2,0.0,100.0,10.0,21.6,10.0,22.1,0.0,100.0,40.0,49.6,0.0,100.0,-,**,N,N,(X),(X),(X),(X),(X),(X),6,8,0.0,100.0,0.0,100.0,0.0,100.0,83.3,52.4,16.7,52.4,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,-,**,N,N,(X),(X),(X),(X),0.0,(X),
860Z200US08360,ZCTA5 08360,16023,614,4.6,1.3,5.2,2.0,8.7,2.3,8.0,2.0,12.4,2.7,21.0,3.1,11.8,2.6,15.5,2.9,7.5,1.9,5.3,1.7,62604,2843,84055,7013,46.6,(X),(X),(X),(X),(X),11417,671,3.8,1.2,2.0,1.7,6.4,2.4,6.6,2.3,14.6,3.7,20.2,3.9,15.4,3.7,17.0,3.4,7.3,2.4,6.7,2.4,68374,8033,94031,10058,(X),(X),47.5,(X),(X),(X),6914,645,0.5,0.4,2.8,2.8,2.6,1.6,4.4,3.0,13.9,5.3,21.3,4.6,13.9,4.1,20.5,5.2,10.2,3.6,9.9,3.4,85243,11463,N,N,(X),(X),(X),(X),(X),(X),4606,623,8.2,3.9,13.2,5.5,13.0,4.6,12.7,4.5,11.8,4.0,21.0,6.2,10.8,5.3,4.2,2.6,3.5,2.4,1.7,1.3,40575,11111,51796,6819,(X),(X),(X),(X),42.7,(X),
860Z200US64149,ZCTA5 64149,173,73,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,28.3,31.0,11.6,13.4,22.0,16.0,24.9,20.1,5.2,7.7,8.1,12.1,84432,24183,115603,55153,43.4,(X),(X),(X),(X),(X),127,75,0.0,22.3,0.0,22.3,4.7,8.1,0.0,22.3,33.9,39.5,0.0,22.3,22.8,21.9,20.5,24.1,7.1,11.1,11.0,17.1,83750,49247,124946,79684,(X),(X),54.3,(X),(X),(X),127,75,0.0,22.3,0.0,22.3,4.7,8.1,0.0,22.3,33.9,39.5,0.0,22.3,22.8,21.9,20.5,24.1,7.1,11.1,11.0,17.1,83750,49247,N,N,(X),(X),(X),(X),(X),(X),46,32,0.0,43.7,0.0,43.7,0.0,43.7,0.0,43.7,0.0,43.7,43.5,37.7,19.6,30.8,37.0,36.5,0.0,43.7,0.0,43.7,88333,35051,87959,19894,(X),(X),(X),(X),13.0,(X),
860Z200US52322,ZCTA5 52322,790,173,12.9,11.2,0.0,3.1,15.9,7.9,4.6,6.2,11.5,7.1,15.3,7.4,10.9,6.0,14.1,7.9,7.0,5.1,7.8,7.5,59688,18002,83333,22821,40.3,(X),(X),(X),(X),(X),427,115,7.7,8.4,0.0,5.7,13.3,11.5,0.0,5.7,7.7,5.6,13.6,9.6,16.9,9.9,20.4,12.0,5.9,5.5,14.5,13.5,90450,15690,111520,35419,(X),(X),41.2,(X),(X),(X),326,95,0.0,7.4,0.0,7.4,5.2,8.1,0.0,7.4,5.5,5.9,17.2,11.9,20.2,12.6,25.2,15.2,7.7,6.8,19.0,17.4,107586,25341,N,N,(X),(X),(X),(X),(X),(X),363,133,26.2,22.4,0.0,6.7,11.8,9.3,9.9,13.2,17.1,14.6,16.8,11.5,5.5,5.3,4.4,5.0,8.3,8.7,0.0,6.7,39844,18947,47944,16525,(X),(X),(X),(X),39.1,(X),
860Z200US95610,ZCTA5 95610,17625,558,3.8,1.0,2.2,0.8,4.2,1.1,6.1,1.1,10.4,1.8,21.4,2.2,15.5,2.1,18.9,2.5,10.2,2.0,7.2,1.4,77565,3850,95015,4208,34.0,(X),(X),(X),(X),(X),10800,440,2.8,1.3,0.9,0.6,2.6,1.3,5.6,1.6,9.2,2.5,17.9,3.1,13.7,2.4,24.7,3.6,13.5,3.0,9.2,2.1,95333,7315,108357,6342,(X),(X),34.2,(X),(X),(X),7759,530,2.0,1.2,0.3,0.4,1.6,0.9,2.5,1.2,7.4,2.7,17.7,3.6,11.9,2.6,28.9,4.3,16.8,3.8,11.0,2.7,111166,7353,N,N,(X),(X),(X),(X),(X),(X),6825,517,6.0,2.1,4.4,1.5,7.8,2.2,9.4,2.6,14.8,3.2,26.8,4.2,15.5,3.0,8.1,2.4,4.2,2.1,3.0,1.4,56597,4814,67383,4876,(X),(X),(X),(X),32.0,(X),
860Z200US44714,ZCTA5 44714,4157,430,8.2,4.1,2.7,1.9,5.9,3.9,7.8,3.7,17.6,6.2,21.2,6.1,13.4,5.0,14.1,4.5,3.9,3.6,5.1,4.0,57583,5604,72977,9725,35.7,(X),(X),(X),(X),(X),2578,440,4.2,3.3,0.0,1.4,3.4,4.5,7.3,4.7,14.7,6.8,23.1,7.8,15.1,5.8,22.0,8.4,2.5,2.9,7.7,6.1,71154,13296,86478,12400,(X),(X),41.7,(X),(X),(X),1483,380,1.6,2.5,0.0,2.5,0.0,2.5,3.4,5.3,17.9,10.6,19.9,9.5,17.3,8.9,24.7,9.6,1.8,3.1,13.4,9.9,83092,18604,N,N,(X),(X),(X),(X),(X),(X),1579,334,14.8,8.8,7.1,5.1,10.1,6.5,9.6,5.8,26.2,12.7,19.2,9.6,6.9,6.0,3.4,3.5,1.8,2.0,0.9,1.3,37334,6903,43887,7166,(X),(X),(X),(X),22.0,(X),
860Z200US55944,ZCTA5 55944,2973,145,1.8,2.2,0.9,1.2,4.3,2.9,0.4,0.3,12.2,4.6,23.4,7.3,13.3,4.2,21.5,5.1,14.4,4.2,7.7,3.8,90673,11005,115554,18442,29.2,(X),(X),(X),(X),(X),2199,174,0.0,0.9,1.0,1.6,0.1,0.1,1.0,1.5,8.9,4.9,20.4,8.6,13.5,4.8,26.3,6.8,19.1,5.8,9.8,5.2,110768,10276,133792,24685,(X),(X),28.0,(X),(X),(X),1864,162,0.0,1.1,0.0,1.1,0.1,0.1,0.1,0.2,6.3,5.0,19.2,9.3,12.8,5.4,27.8,7.9,22.2,6.7,11.5,6.1,123188,19647,N,N,(X),(X),(X),(X),(X),(X),774,180,7.0,8.7,0.9,0.9,16.3,10.9,1.2,1.2,25.3,10.3,26.6,13.8,14.2,10.6,7.2,7.0,1.0,0.9,0.3,0.4,49716,6902,56524,9448,(X),(X),(X),(X),32.6,(X),
860Z200US39653,ZCTA5 39653,1135,187,8.8,5.8,5.3,3.8,17.6,8.3,10.5,6.4,7.9,4.9,27.5,9.5,7.8,5.2,5.4,3.7,5.5,4.0,3.7,3.7,49830,13687,59449,12501,49.3,(X),(X),(X),(X),(X),771,154,0.3,0.4,3.9,4.5,19.2,10.5,6.5,7.3,6.4,5.6,35.5,13.4,10.2,7.8,6.2,4.7,7.7,6.1,4.2,5.0,53068,6444,69557,16345,(X),(X),49.4,(X),(X),(X),550,131,0.4,0.5,4.7,5.9,16.5,13.0,4.5,5.9,8.7,7.4,27.5,13.2,14.2,10.6,6.9,5.1,10.7,7.8,5.8,6.9,57038,19165,N,N,(X),(X),(X),(X),(X),(X),364,128,26.9,15.1,8.2,7.6,14.3,12.1,19.0,12.9,11.3,10.2,10.7,9.7,2.7,2.1,3.3,5.3,0.8,1.8,2.7,4.4,25156,7405,37879,14929,(X),(X),(X),(X),48.9,(X),
860Z200US79373,ZCTA5 79373,1107,112,4.5,3.6,5.1,3.5,5.1,3.6,10.7,4.9,17.6,5.9,13.7,6.9,15.0,5.0,16.3,6.2,4.1,2.5,7.9,5.2,56182,13675,80836,13106,48.4,(X),(X),(X),(X),(X),819,102,3.8,4.3,8.3,5.7,1.2,1.4,11.7,6.3,13.4,5.9,10.0,5.9,18.2,5.7,18.2,7.7,5.5,3.4,9.6,6.7,76953,16215,89355,16924,(X),(X),54.8,(X),(X),(X),681,106,1.3,2.4,5.7,4.7,1.5,1.7,8.7,6.9,11.6,6.0,10.6,7.0,20.6,7.2,21.9,8.8,6.6,4.1,11.6,7.9,86713,11597,N,N,(X),(X),(X),(X),(X),(X),288,78,6.6,6.9,0.0,15.9,16.0,11.8,8.0,6.8,29.5,14.9,24.3,17.5,5.9,7.1,6.6,7.1,0.0,15.9,3.1,4.9,44063,9899,51619,10715,(X),(X),(X),(X),30.2,(X),
860Z200US55079,ZCTA5 55079,3257,203,1.7,1.3,3.2,2.8,3.7,1.9,4.1,1.8,6.9,2.3,11.2,2.2,12.2,3.1,27.1,4.0,17.1,3.8,12.9,3.2,111484,8259,122887,7727,36.2,(X),(X),(X),(X),(X),2416,188,0.5,0.5,0.0,0.8,2.2,1.6,3.6,1.9,4.3,1.9,10.8,2.8,13.1,3.8,26.9,4.5,21.6,5.0,17.1,4.2,125236,5535,140948,9459,(X),(X),40.4,(X),(X),(X),2101,187,0.0,0.9,0.0,0.9,1.6,1.8,3.0,2.2,2.2,1.3,9.7,2.7,13.4,4.3,27.7,5.1,24.0,5.8,18.4,4.6,131094,16105,N,N,(X),(X),(X),(X),(X),(X),841,151,5.0,5.0,12.2,10.3,9.2,5.9,8.0,4.0,16.1,7.9,14.4,5.0,11.5,5.8,19.7,7.8,3.1,2.3,0.8,0.7,49417,9266,63927,9516,(X),(X),(X),(X),22.5,(X),
860Z200US30018,ZCTA5 30018,33,25,0.0,62.4,0.0,62.4,12.1,19.6,9.1,19.6,15.2,28.9,18.2,27.2,39.4,45.1,6.1,10.7,0.0,62.4,0.0,62.4,69375,58803,64979,22586,21.2,(X),(X),(X),(X),(X),24,22,0.0,73.2,0.0,73.2,0.0,73.2,12.5,29.9,0.0,73.2,25.0,38.6,54.2,52.3,8.3,17.7,0.0,73.2,0.0,73.2,90577,32106,79158,17431,(X),(X),8.3,(X),(X),(X),22,22,0.0,76.4,0.0,76.4,0.0,76.4,4.5,22.0,0.0,76.4,27.3,42.0,59.1,53.5,9.1,20.6,0.0,76.4,0.0,76.4,90769,25012,N,N,(X),(X),(X),(X),(X),(X),9,12,0.0,100.0,0.0,100.0,44.4,55.6,0.0,100.0,55.6,55.6,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,-,**,N,N,(X),(X),(X),(X),55.6,(X),
860Z200US20650,ZCTA5 20650,5644,362,1.3,1.3,1.6,1.2,2.9,2.1,6.1,2.8,4.5,2.1,7.6,3.0,11.2,3.8,19.1,4.7,17.3,3.9,28.2,5.6,139688,18455,157668,14376,31.9,(X),(X),(X),(X),(X),4087,340,0.9,1.4,1.0,1.4,0.0,1.0,3.3,2.1,4.2,2.0,6.2,2.7,10.4,4.3,19.5,5.7,22.9,5.0,31.6,6.9,158560,12561,176475,18240,(X),(X),28.4,(X),(X),(X),3230,331,0.0,1.3,0.0,1.3,0.0,1.3,0.8,1.0,2.7,2.2,5.0,2.5,8.9,4.9,19.5,6.8,24.6,6.3,38.5,8.4,179005,8707,N,N,(X),(X),(X),(X),(X),(X),1557,318,2.4,2.9,3.1,2.4,10.7,7.4,13.7,8.3,6.3,5.8,12.3,8.1,17.2,8.6,15.3,7.7,2.7,2.3,16.3,13.2,75716,13311,98014,24389,(X),(X),(X),(X),36.5,(X),
860Z200US96120,ZCTA5 96120,358,62,0.8,1.2,2.8,2.4,5.3,3.8,7.3,6.4,7.3,6.7,17.9,6.4,7.5,4.6,25.7,8.0,16.5,8.0,8.9,5.5,100909,14370,160552,72491,31.6,(X),(X),(X),(X),(X),257,55,0.8,1.3,1.2,1.8,3.5,3.8,1.9,2.5,7.4,8.9,16.7,6.5,8.6,5.9,31.9,10.6,17.1,8.7,10.9,8.2,108750,13535,189282,103669,(X),(X),34.6,(X),(X),(X),197,51,0.0,19.3,0.0,19.3,3.0,3.9,0.0,19.3,7.1,11.3,12.7,7.1,10.7,7.9,38.1,14.0,15.2,9.4,13.2,10.4,115417,15028,N,N,(X),(X),(X),(X),(X),(X),101,42,1.0,2.3,8.9,8.3,9.9,9.8,20.8,19.6,5.9,7.4,22.8,16.4,3.0,6.0,9.9,12.9,14.9,17.4,3.0,3.9,53375,25755,84454,28366,(X),(X),(X),(X),22.8,(X),
860Z200US43906,ZCTA5 43906,3408,245,5.7,2.2,6.3,2.5,11.1,3.2,19.3,7.3,12.6,3.2,19.8,5.1,10.7,3.2,8.8,3.3,3.3,1.6,2.5,1.2,41635,6913,57733,4809,40.7,(X),(X),(X),(X),(X),2065,215,5.1,2.4,3.9,3.4,8.5,3.4,13.8,9.1,13.5,4.5,20.7,6.6,13.7,4.9,13.6,5.2,3.9,2.3,3.4,1.9,51785,5470,67854,7619,(X),(X),38.8,(X),(X),(X),1518,206,1.6,1.5,0.0,2.4,5.6,3.9,12.9,12.6,15.1,6.0,24.4,8.3,14.1,6.2,17.5,7.0,4.9,3.0,4.0,2.4,59932,14280,N,N,(X),(X),(X),(X),(X),(X),1343,251,6.9,3.6,11.0,4.9,16.6,5.7,28.1,10.2,11.9,4.6,15.7,6.7,4.8,3.4,1.4,2.6,2.3,2.5,1.1,1.4,30865,2377,40372,5633,(X),(X),(X),(X),41.5,(X),
860Z200US62627,ZCTA5 62627,431,73,3.9,3.9,0.5,0.7,16.2,7.8,13.0,7.1,9.5,5.2,17.2,8.6,10.9,6.4,18.1,7.7,2.1,2.0,8.6,8.4,61131,14803,78736,16569,35.7,(X),(X),(X),(X),(X),263,55,0.0,12.4,0.0,12.4,9.9,10.2,5.7,5.7,12.2,7.4,22.8,12.2,8.0,5.7,24.0,13.8,3.4,3.3,14.1,13.2,74375,36989,99957,24892,(X),(X),40.3,(X),(X),(X),223,55,0.0,14.5,0.0,14.5,4.0,6.8,2.2,3.0,9.9,7.6,25.6,14.0,9.4,6.5,28.3,16.0,4.0,3.9,16.6,15.3,96607,31490,N,N,(X),(X),(X),(X),(X),(X),168,58,10.1,9.7,1.2,1.8,34.5,15.3,22.0,12.8,6.0,4.4,8.3,9.3,13.1,13.9,4.8,6.5,0.0,18.7,0.0,18.7,28958,9603,38983,10716,(X),(X),(X),(X),25.0,(X),
860Z200US39038,ZCTA5 39038,2022,192,8.2,4.0,8.6,3.7,19.2,5.7,15.4,5.1,14.5,5.2,16.0,5.2,6.9,2.8,7.3,3.8,2.4,2.3,1.4,1.1,34157,3969,49936,5405,59.4,(X),(X),(X),(X),(X),1332,188,4.7,4.4,8.6,4.9,13.4,5.6,13.0,7.3,19.7,8.1,16.1,5.8,8.5,3.7,10.4,5.7,3.7,3.5,2.1,1.6,40000,14528,60424,7928,(X),(X),58.1,(X),(X),(X),460,106,0.0,9.3,3.9,4.9,4.1,3.4,8.9,7.1,11.5,13.0,25.4,10.5,12.2,7.9,24.8,13.4,4.1,5.6,5.0,4.2,70952,26237,N,N,(X),(X),(X),(X),(X),(X),690,153,14.9,7.4,13.2,7.1,30.4,13.6,21.9,10.1,6.7,5.9,7.7,5.5,4.5,4.3,0.7,1.5,0.0,6.3,0.0,6.3,19420,4586,25601,4247,(X),(X),(X),(X),53.6,(X),
860Z200US54646,ZCTA5 54646,1536,141,4.3,1.8,3.8,2.6,8.5,3.4,8.5,3.0,15.9,3.9,21.9,4.4,14.8,3.6,11.0,2.6,7.7,3.9,3.5,2.1,58250,7576,78322,10379,31.6,(X),(X),(X),(X),(X),967,116,3.0,1.7,0.4,0.4,2.3,1.5,4.2,2.6,17.2,4.8,26.2,5.9,17.5,5.1,13.4,3.3,10.8,6.0,5.1,3.2,70913,8043,93661,15142,(X),(X),32.8,(X),(X),(X),763,97,3.0,2.0,0.3,0.4,2.9,2.0,2.9,2.0,10.6,3.7,27.3,7.4,19.4,5.4,14.5,4.1,13.2,7.5,5.9,3.8,77792,7816,N,N,(X),(X),(X),(X),(X),(X),569,84,7.2,4.0,9.7,6.8,19.2,8.0,15.8,6.5,20.2,7.2,12.5,4.5,5.6,3.6,6.5,3.8,2.5,1.6,0.9,1.2,33250,7473,49189,11574,(X),(X),(X),(X),29.0,(X),
860Z200US48703,ZCTA5 48703,1487,109,4.9,2.1,4.6,1.8,9.5,2.8,6.5,2.0,15.9,3.3,19.9,3.6,12.0,3.5,16.3,4.1,5.2,1.8,5.1,1.8,60365,4569,77659,5354,40.6,(X),(X),(X),(X),(X),839,84,0.4,0.6,3.5,2.4,7.3,3.5,3.5,1.7,15.0,4.3,20.5,4.3,16.2,5.1,20.9,4.7,7.5,3.0,5.4,2.3,74792,11207,89455,8099,(X),(X),40.0,(X),(X),(X),704,83,0.0,3.8,0.9,0.9,3.1,1.7,2.0,1.3,15.2,4.5,21.7,5.1,18.9,5.8,23.3,5.1,8.9,3.5,6.0,2.6,85598,6299,N,N,(X),(X),(X),(X),(X),(X),648,90,10.8,4.7,6.0,3.3,12.5,4.8,10.3,4.3,19.4,6.4,17.9,5.7,6.6,3.0,9.3,8.8,2.3,1.5,4.8,3.2,43833,8838,61629,11601,(X),(X),(X),(X),39.5,(X),
